,t,P
121,2023-10-05 09:50:00,12079.0
122,2023-10-05 09:55:00,13655.0
123,2023-10-05 10:00:00,14641.0
124,2023-10-05 10:05:00,15037.0
125,2023-10-05 10:10:00,15619.0
126,2023-10-05 10:15:00,16182.0
127,2023-10-05 10:20:00,17257.0
128,2023-10-05 10:25:00,18547.0
129,2023-10-05 10:30:00,19949.0
130,2023-10-05 10:35:00,20879.0
131,2023-10-05 10:40:00,16111.0
132,2023-10-05 10:45:00,13341.0
133,2023-10-05 10:50:00,14028.0
134,2023-10-05 10:55:00,17595.0
135,2023-10-05 11:00:00,12060.0
136,2023-10-05 11:05:00,13731.0
137,2023-10-05 11:10:00,17895.0
138,2023-10-05 11:15:00,19578.0
139,2023-10-05 11:20:00,18970.0
140,2023-10-05 11:25:00,19200.0
141,2023-10-05 11:30:00,19534.0
142,2023-10-05 11:35:00,20488.0
143,2023-10-05 11:40:00,19879.0
144,2023-10-05 11:45:00,20427.0
145,2023-10-05 11:50:00,20984.0
146,2023-10-05 11:55:00,20175.0
147,2023-10-05 12:00:00,20751.0
148,2023-10-05 12:00:00,20751.0
149,2023-10-05 12:05:00,20896.0
150,2023-10-05 12:10:00,19892.0
151,2023-10-05 12:15:00,20800.0
152,2023-10-05 12:20:00,21492.0
153,2023-10-05 12:25:00,20669.0
154,2023-10-05 12:30:00,21042.0
155,2023-10-05 12:35:00,21045.0
156,2023-10-05 12:40:00,19523.0
157,2023-10-05 12:45:00,19238.0
158,2023-10-05 12:50:00,21659.0
159,2023-10-05 12:55:00,20249.0
160,2023-10-05 13:00:00,21273.0
161,2023-10-05 13:05:00,21632.0
162,2023-10-05 13:10:00,20558.0
163,2023-10-05 13:15:00,20444.0
164,2023-10-05 13:20:00,22119.0
165,2023-10-05 13:25:00,21491.0
166,2023-10-05 13:30:00,20590.0
167,2023-10-05 13:35:00,21533.0
168,2023-10-05 13:40:00,21853.0
169,2023-10-05 13:45:00,21636.0
170,2023-10-05 13:50:00,22267.0
171,2023-10-05 13:55:00,21664.0
172,2023-10-05 14:00:00,21216.0
173,2023-10-05 14:05:00,21269.0
174,2023-10-05 14:10:00,20429.0
175,2023-10-05 14:15:00,21242.0
176,2023-10-05 14:20:00,21989.0
177,2023-10-05 14:25:00,13568.0
178,2023-10-05 14:30:00,21468.0
179,2023-10-05 14:35:00,22073.0
180,2023-10-05 14:40:00,17172.0
181,2023-10-05 14:45:00,16418.0
182,2023-10-05 14:50:00,18456.0
183,2023-10-05 14:55:00,17677.0
184,2023-10-05 15:00:00,15055.0
185,2023-10-05 15:00:00,15055.0
186,2023-10-05 15:05:00,15083.0
187,2023-10-05 15:10:00,14675.0
188,2023-10-05 15:15:00,15004.0
189,2023-10-05 15:20:00,13619.0
190,2023-10-05 15:25:00,9640.0
